244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
244	457
