240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	142
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
240	175
